Key,Id,English (United States)(en-US),Korean (South Korea)(ko-KR)
"UI_Friend_",94180050746728465,"Friendly Friend","어울리는 친구들"
"UI_Friend_Best",94180050746728466,"Best Teamwork","베스트 팀워크"
"UI_Change",94180050746728467,"Change","변경하기"
"UI_Edit",94180050746728468,"Edit","변경"
"UI_Purchase_Check",94180050746728469,"Purchase Check","구매확인"
"UI_Open_1",94180050746728470,"Open Once","1회 열기"
"UI_Open_10",94180050746728471,"Open 10<color=#FFF7A3><size=32> +1</color>","10회 열기<color=#FFF7A3><size=32> +1회</color>"
"UI_Result",94180050746728472,"Result","결과"
"UI_Skip",94180050746728473,"Skip","Skip"
"UI_BestWave",94180050746728474,"Best Wave","베스트 웨이브"
"UI_Podium",94180050746728475,"Podium","포디움"
"UI_Wallet_History",94180050746728476,"Wallet History","지갑내역"
"UI_Balance",94180050746728477,"Balance","Balance"
"UI_Withdrawal_Desc_Exam",94180050746728478,"ex)Lack of game content.","ex)게임 컨텐츠가 부족합니다."
"UI_Today_Reward",94180050746728479,"Today Score","Today Score"
"UI_Chest",94180050746728480,"Chests","상자"
"UI_Energy_Charger",94180050746728481,"Energy Charger","에너지 충전"
"UI_Currency_Charger",94180050746728482,"Currency Charger","재화 충전소"
"UI_Free",94180050746728483,"Free","Free"
"UI_Glacier_Collection",94180050746728484,"Glacier Friends","빙하 친구들"
"UI_Ocean_Collection",94180050746728485,"Ocean Friends","바다 친구들"
"UI_Undiscovered",94180050746728486,"Undiscovered Friends","발견하지 못한 친구들"
"UI_Reward_Pool",94180050746728487,"Reward Pool","Reward Pool"
"UI_Charge",94180050746728488,"Charge","충전하기"
"UI_Wave",94180050746728489,"Wave","Wave"
"UI_Go_Home",94180050746728490,"Home","홈으로"
"UI_Continue",94180050746728491,"Continue","계속하기"
"UI_Get_GO",94180050746728492,"Get GO","획득한 GO"
"UI_Stat_TRANSFER_DAMAGE_RATE",94277592201289728,"Transefer Damage","전이 데미지"
"UI_Stat_TRANSFER_COUNT",94277592209678336,"Transefer Count","전이 수"
"UI_Stat_SLOW_BOARD_RATE",94277592209678337,"Speed Down","슬로우"
"UI_Stat_BOMB_DAMAGE",94277592209678338,"Bomb Damage","물폭탄 데미지"
"UI_Tutorial_Click",94277592230649856,"Click!","클릭!"
"UI_Tutorial_2",94277592230649857,"After the count, trash guys will appear, so please summon us 4 times using <color=#5AF8FF>Water droplets!</color>","카운트가 지나면 쓰레기 녀석들이 출몰하니 <color=#5AF8FF>물방울</color>을 사용하여 우리를 4번 소환해줘!"
"UI_Tutorial_3",94277592230649858,"You collected <color=#5AF8FF>droplets</color> by clearing the trash!
Summon more and try <color=#C0FF9E>merging</color> them!","쓰레기를 처리해서 <color=#5AF8FF>물방울</color>을 모았어!
더 소환시켜서 <color=#C0FF9E>합성</color>을 진행해보자!"
"UI_Tutorial_4",94277592230649859,"<color=#C0FF9E>You have the same character!
</color>
Drag and synthesize the two characters!
When synthesized, stronger colleagues appear as <color=#FAB6FF>random</color>.","<color=#C0FF9E>동일한 캐릭터가 생겼어</color>
두 캐릭터를 <color=#FAB6FF>드래그해서 합성</color>해봐!
합성하면 더 강한 동료가 <color=#FAB6FF>랜덤</color>하게 나타날거야."
"UI_Tutorial_5",94277592230649860,"Since we got a strong character, shall we summon <color=#FFA9A2>Boss Monster</color>?","강한 캐릭터를 구했으니, <color=#FFA9A2>보스몬스터</color>를 소환해보자!"
"UI_Tutorial_6",94277592230649861,"You got <color=#5AF8FF>Water droplets</color> by killing <color=#FFA9A2>Boss Monster</color>
Should we summon more friends with the water drops we got?","<color=#FFA9A2>보스몬스터</color>를 처치해서
보상으로 많은 <color=#5AF8FF>물방울</color>을 얻었어!
획득한 <color=#5AF8FF>물방울</color>로 친구들을 더 소환해보자!"
"UI_Tutorial_7",94277592230649862,"<color=#C0FF9E>You cleared the mission!</color>
There are other missions besides the cleared ones, so please refer to the icon on the upper right!","<color=#C0FF9E>미션 성공!</color> 잘했어!
우측 상단의 미션 아이콘을 누르면
다양한 미션을 확인할 수 있어"
"UI_Tutorial_8",94277592230649863,"One more drop per <color=#C0FF9E>50</color> <color=#5AF8FF>Water droplets!</color>","이제 <color=#C0FF9E>이자</color>에 대해 알려줄게
웨이브가 끝날때마다 <color=#5AF8FF>50개의 물방울</color>당
<color=#C0FF9E>1개의 물방울</color>을 더 얻을 수 있어"
"UI_Tutorial_9",94277592230649864,"You can play the game more strategically through <color=#FFA9A2>Boss Monster</color>, <color=#FFFFFF>Mission</color>, <color=#C0FF9E>Interest</color>","<color=#FFA9A2>보스몬스터</color>, <color=#FFFFFF>미션</color>, <color=#C0FF9E>이자</color>를 통해
더 전략적으로 게임해봐!"
"UI_Tutorial_10",94277592230649865,"Ugh! If you miss the trash, <color=#FFA9A2>the glaciers will disappear!</color>","으악! 쓰레기를 놓치면 <color=#FFA9A2>빙하가 사라져!</color>"
"UI_Tutorial_11",94277592230649866,"Use <color=#5AF8FF>Water droplets</color> to <color=#FAB6FF>upgrade!</color> 
Then, We can become stronger.","<color=#5AF8FF>물방울</color>을 소모해서 <color=#FAB6FF>업그레이드</color>를 할 수 있어
그럼 더 강해질 수 있을거야!"
"UI_Tutorial_12",94277592230649867,"The more characters you have, the better efficiency you'll get, right?","같은 캐릭터가 많을 수록 더 효율적이겠지?"
"UI_Tutorial_13",94277592230649868,"Thanks! That's the end of the game tutorial.
Shall we check the <color=#C0FF9E>rewards</color> based on the rankings one last time?","고마워! 게임 설명은 모두 끝났어
마지막으로 순위에 따른 <color=#C0FF9E>보상</color>을 확인해볼까?"
"UI_Tutorial_14",94277592230649869,"Compete with <color=#FAB6FF>players worldwide</color> for the weekly top score and earn <color=#FAB6FF>various rewards</color>!","주간 최고 기록으로 <color=#FAB6FF>전세계 유저</color>들과 경쟁하고
<color=#C0FF9E>다양한 보상</color>을 획득해봐!"
"BOX_NORMAL",96518716701794304,"Normal Box","일반 상자"
"BOX_SILVER",96518789976285184,"Silver Box","실버 상자"
"BOX_GOLD",96518792144740352,"Gold Box","골드 상자"
"UI_Inbox_Expiration_Date",96791181405814784,"{0}d {1}h {2}m","{0}일 {1}시간 {2}분"
"UI_Energy",96806665955827712,"Energy","에너지"
"UI_Staika",96806731521187840,"Staika","스타이카"
"New Entry",98244753192484864,"Who's lucky?
{0} kill level boss and try get STIK box!","행운의 주인공은 누구?!
{0}레벨 보스를 잡고 STIK상자를 획득해보세요!"
"New Entry 1",98245241472385024,"The STIK box appears with a low probability.","STIK상자는 낮은 확률로 드랍됩니다.
"
"New Entry 2",98245469822877696,"Beta Event Guide","베타 이벤트 안내"
"New Entry 3",98245593928138752,"Event Mission Reward","이벤트 미션 보상
"
"New Entry 4",98245741576028160,"Congratulations!
Get the rewards in your mailbox!","축하해요!
베타 이벤트에 당첨되었어요!
우편함에서 보상을 획득해주세요!
"
"SIGN_UP_GIFT",98535836489187328,"Sign-up Gift","신규가입 선물"
"INAPP_TIK",98535836552101888,"TIK Charging","TIK 충전"
"EVENT_REWARD",98535836552101889,"Event Chest","이벤트 상자"
"CLASSUP_TIK",98535836552101890,"Level Up","레벨업"
"ENERGY",98535836552101891,"Energy Charging","에너지 구매"
"INBOX_REWARD_STIK",98535836552101892,"Inbox Provide","우편함 지급"
"INBOX_REWARD_TIK",98535836552101893,"Inbox Provide","우편함 지급"
"UI_BetaNotice",98566144812638208,"It is currently running in beta.
STIK acquired by beta event can be initialized. ","현재 베타 버전으로 실행 중입니다.
베타 이벤트로 획득한 STIK은 초기화될 수 있습니다."
"UI_Beta_Mission_Title",98623737457639424,"Lv.{0} Boss Kill","{0}레벨 보스 잡기"
"UI_Beta_Mission",98623751479197696,"Event box reward with low probability","낮은 확률로 이벤트 상자 획득"
"UI_InboxEmpty",98920423104724992,"Empty","비어있음"
"UI_EventTitle",98986981415993344,"Event","이벤트"
"UI_BetaEvent_Win_Desc",99015807688761344,"Congratulations!
I won a beta event!
Please win the reward in your mailbox!","축하해요!
베타 이벤트에 당첨되었어요!
우편함에서 보상을 획득해주세요!"
"UI_Event_Mission_Reward",99015842841223168,"Mission Event Reward","이벤트 미션 보상"
"UI_DailyStat",101112789093859328,"Daily Stat","일일 통계"
"NEED_UPDATE_DESC",101518523101446144,"Required update exists.
Do you want to update from the store?","필수 업데이트가 존재합니다.
스토어에서 업데이트 하시겠습니까?
"
"WITHDRAWAL_RESTORE_DESC
",101518665158328320,"Account in process of withdrawal.
Do you want to recover your account?","탈퇴 처리 중인 계정입니다.
계정을 복구하시겠습니까?
"
"DUPLICATION_LOGIN_DESC
",101518890803494912,"Try to connect from another device,
 Log out.","다른 기기에서 접속을 시도하여
로그아웃 합니다.
"
"DEPRIVATION_7",101519364294279168,"Account Suspended 7 days","계정 정지 7일"
"DEPRIVATION_FOREVER",101519496498741248,"Permanent Suspension","영구정"
"DEPRIVATION_DESC",101519691298996224,"The service is unavailable due to violation of in-game regulations.","게임 내 규정사항을 위반하여
서비스를 이용할 수 없는 상태입니다.
"
"CHARACTER_BAN_DESC",101519876603346944,"Character has encountered a problem
Unable to enter the game.
Please check current the deck information.
































































































































Character being equipped : ","캐릭터에 문제가 발생하여
게임에 진입할 수 없습니다.
현재 덱 정보를 확인 해주세요.

장착중인 캐릭터 : "
"INAPP_SUCCESS",101520595356057600,"The product has been paid.","상품이 결제되었습니다.
"
"INAPP_FAILED",101520801506099200,"In-app payment failed.
","인앱 결제에 실패하였습니다."
"EXCHANGE_SUCCESS",101520921547079680,"The exchange has been completed.
","교환이 완료되었습니다.
"
"EXCHANGE_FAILED",101521052019294208,"Exchange failed.","교환에 실패하였습니다."
"EXCHANGE_TIK",101522349007142912,"Exchange Gem","젬 교환
"
"UI_Restore",101523942689202176,"Restore","계정 복구"
"UI_Read",101530685615890432,"Read","읽기"
"SYSTEM_ERROR",101828855434936320,"System error has occurred.","시스템 에러가 발생하였습니다."
"NOT_ENOUGH_CURRENCY",101865224640913408,"Not Enough Currency","재화가 부족합니다."
"UI_Not_Enough_Currency",101867629692575744,"Not Enough Currency","재화가 부족합니다."
"TIK_TO_PTIK",105508512119906304,"Exchange Gem","젬 교환"
"GEM_100",105867003873820672,"Gem Exchange","젬 교환"
"GEM_1000",105867116423774208,"Gem Exchange","젬 교환"
"GEM_10000",105867118688698368,"Gem Exchange","젬 교환"
"UI_GEM_DESC",105867121469521920,"Exchange Gem Complete","젬을 교환하였습니다."
"STIK_EVENT",106219047059030016,"In-app Purchase","젬 구매"
"UI_Gem_Exchange",106219059398672384,"<size=40><sprite=2></size>Exchange GEM","<size=40><sprite=2></size>젬으로 교환"
"UI_Charger",106224426937581568,"Charger","충전"
"Bonus",106227895158980608,"Bonus","보너스"
"UI_Gem_Exchange_Check",106231472651075584,"Exchange Check","교환확인"
"UI_Gem_Exchange_Desc",106231584609632256,"Would you want to exchange GEM?","젬을 교환하시겠습니까?"
"UI_Store",106248059229298688,"Store","상점"
"UI_Toggle_Charger",106248628123721728,"Charger","충전"
"UI_Gem",106885584482459648,"Gem","젬"
"UI_Receipt",106898210117664768,"Receipt","수령 내역"
"UI_Not_Play_Today_Data",108325742509916160,"No same day play data.
","당일 플레이 데이터가 없습니다."
"UI_Not_Play_Wikeely_Data",108325826169503744,"No weekly play data.
","주간 플레이 데이터가 없습니다."
"UI_yetTeamWork",111705705617047552,"I don't have any records of playing yet!","아직 플레이한 기록이 없어요!"
"UI_BestScore",111972396888481792,"Best Score","최고 점수"
"UI_BestBossLevel",111972640980197376,"Best Boss Level","최고 보스 레벨"
"UI_PlayCount",111972759909687296,"Play Count","플레이 횟수"
"UI_Weekly_Now",114627128453332992,"{0} Week","{0} 주"
"UI_Daily",114627223525621760,"Daily","데일리"
"UI_Weekly",114627304802844672,"Weekly","위클리"
"UI_Weekly_Reward",114627361086210048,"Weekly Rank Reward","위클리 랭킹 보상"
"UI_Weekly_Profile_Desc_1",114628054656319488,"Congratulations!
Reward has been paid for ranker {0} the Weekly Rankings!
","축하합니다!
위클리 랭킹 상위 {0}를 달성하여 보상이 지급되었습니다!
"
"UI_Weekly_Profile_Desc_2",114628061455286272,"<size=27><color=#EA1F66> ( Ranker profile is available only during the Weekly )</color></size>","<size=27><color=#EA1F66>( 랭커 프로필은 위클리 기간동안에만 제공됩니다. )</color></size>"
"UI_Profile_Path_Weekly",114628465232543744,"Get Condition: Weekly Rank (7 days maintain)","획득방법: 위클리 랭킹 (7일 유지)
"
"UI_Profile_Path_Character",114628472383832064,"Get Condition: Character Acquired","획득방법: 캐릭터 습득"
"UI_MagicPowder",114629358761902080,"Magic Powder","마법의가루"
"WEEKLY_REWARD",114629425581359104,"Weekly Rank Reward","위클리 랭킹보상"
"UI_Weekly_Guide_Desc",114629585065574400,"Who is this week's record high?!
I'm going to compete with the longest-running game in a week!
Compensation for competition is also prepared, so please refer to it!","이번 주 최고 기록자는 누구일까?!
일주일동안 가장 오래 버틴 경기로 경쟁을 해볼거야!
경쟁에 대한 보상도 준비되어 있으니 참고하도록 해!
"
"UI_weeklyRewards",116019168975798272,"Weekly Rewards","주간랭킹 보상리스트"
"UI_bestWaveDesc",116019470961491968,"Let's compete for the longest wave on a week
and then Get Rewards!","일주일동안 가장 오래 버틴 웨이브로 경쟁하고
보상을 받아보세요!"
"STIK_TO_TIK",129369052112322560,"Exchange To TIK","TIK으로 전환"
"TIK_TO_STIK",129369099671535616,"Exchange To STIK","STIK으로 전환"
"EXCHANGE_DEPOSIT",129716820836188160,"Transfer To STIK Wallet","스타이카 지갑 전송"
"UI_Transfer_StaikaWallet",130873909625323520,"Transfer From Staika Wallet","스타이카 지갑에서 전송"
"UI_TIK_TO_STIK",130874194326290432,"Exchange STIK","스타이카로 전환"
"UI_TIK_TO_GEM",130874223912910848,"Exchange Gem","젬으로 전환"
"UI_STIK_TO_TIK",130874226211389440,"Exchange TIK","타이카로 전환"
"EXCHANGE_WITHDRAWAL",130896009610231808,"Transfer From Staika Wallet","스타이카 지갑에 전송"
"STIK_TO_TIK_DESC",130903314653347840,"The price has been included for the fee {1} based on {0}.","{0} 기준 수수료 {1}가 포함된 가격입니다."
"TIK_TO_STIK_DESC",130903433280847872,"The price has been included for the fee {1} based on {0}.","{0} 기준 수수료 {1}가 포함된 가격입니다."
"UI_StaikaWallet",131598575631065088,"Staika
<size=28><color=#FFBC82>Wallet</color></size>","스타이카
<size=28><color=#FFBC82>지갑</color></size>"
"UI_Tik_To_Stik_Text",131600273552433152,"<size=40><sprite=14></size>Exchange STIK","<size=40><sprite=14></size>STIK으로 교환"
"UI_Tik_To_Gem_Text",131601676232548352,"<size=40><sprite=2></size>Exchange GEM","<size=40><sprite=2></size>젬으로 교환"
"UI_Stik_To_Tik_Text",131601923012812800,"<size=40><sprite=1></size>Exchange TIK","<size=40><sprite=1></size>TIK으로 교환"
"UI_Transfer_Stik_Wallet",131602402128158720,"Transfer To Staika Wallet","스타이카 지갑으로 전송"
"UI_Tranfer_Fee",131605031352786944,"Transfer Fee","전송 수수료"
"UI_Transfer",131868393168953344,"Transfer","전송"
"UI_WeeklyStat",132047423486812160,"Weekly Stat","주간 통계"
"UI_TIK_exchange",132233827365961728,"<size=40><sprite=1></size>Exchange TIK","<size=40><sprite=1></size>TIK으로 교환"
"UI_STIK_exchange",132234703925166080,"<size=40><sprite=14></size>Exchange STIK","<size=40><sprite=14></size>STIK으로 교환"
"UI_Interchanging",132267778329903104,"Interchanging...","교환하는중..."
"UI_Weekly_Ranker_Guide",132278570878074880,"in the Top {0}","{0}등 이내"
"UI_Weekly_Rank_1st",132313903837577216,"Congratulations!
Rewards have been paid for reaching the top of the Weekly Rankings!
","축하합니다!
위클리 랭킹 1위를 달성하여 보상이 지급되었습니다!
"
"UI_Information_Abb",133364254892195840,"Info","정보"
"Transfer_Pending_Desc",133710454520274944,"Request completed.
It may take 2~3 days.","요청이 완료되었습니다.
2~3일이 소요될 수 있습니다."
"PENDING",133710601425772544,"Transfer <color=#69806C>(in progress)</color>","전송 <color=#69806C>(진행중)</color>"
"UI_Community",135888888545689600,"Community","커뮤니티"
"UI_Network_Unstable",136608767295193088,"The network connection is unstable, Please try again later.","네트워크 환경이 불안정합니다.
잠시 후에 다시 시도하십시오."
"EXCHANGE_FAILED_EXCHANGE",136617251933511680,"Please enter at least 10 STIK.","최소 10STIK이상 입력해주세요."
"UI_Event_Store_1_Title",146816809907355648,"Limited Store","기간 한정 상품"
"UI_Event_Store_1_Content",146817095963082752,"Words don’t hit as hard as fists.
You’ll find out soon enough.","말보다는 주먹이 솔직하더라고,
너도 곧 알게 될 거야"
"UI_Event_Store_1_Time",146817285675646976,"Close: {0}","마감: {0}"
"UI_Event_Store_1_Value",146817423945072640,"<size=36>Max</size>
+470%
<size=42><color=#97fffb>Value</color></size>","<size=36>최대</size>
+470%
<size=42><color=#97fffb>가치</color></size>"
"UI_Event_Store_1_Desc",146818497787559936,"Up to <color=#FFEDB4>470%</color> chance of new characters appearing!","신규 캐릭터 등장확률 <color=#FFEDB4>최대 470%</color> 증가!"
"UI_Character_204",147575385789661184,"Davi","다비"
"UI_Character_303",147575385894518784,"Kyle","카일"
"UI_Character_404",147575385894518785,"Polaris","폴라리스"
"UI_Character_1402",147575385894518786,"Korra","코라"
"UI_CharacterAttack_204",147575385894518787,"After a certain period of time, Darby's weapon changes. As the weapon changes, attack power and attack speed increase. (Limit 3 times)","일정 시간이 지나면 다비의 무기가 변경됩니다. 무기가 변경될 수록 공격력과 공격 속도가 상승합니다. (3회 제한)"
"UI_CharacterAttack_303",147575385894518788,"When summoned or fused, if Kyle appears, he grants the power of the dragon to a random ally on the field, boosting their attack power.","소환 및 합성 시, 카일이 등장한다면 필드 내 랜덤한 아군에게 공격력을 상승시키는 용의 힘을 부여합니다."
"UI_CharacterAttack_404",147575385894518789,"After a certain period of time, it grows into one of the characters you've constructed. (Max 5 Stars)
When it reaches 5 stars, the default attack is changed to a splash attack that deals spread damage.","일정 시간이 지나면 구성한 캐릭터 중 하나로 성장합니다. (최대 5성)
5성이 되었을 때, 기본 공격이 확산 피해를 주는 범위 공격으로 변경됩니다."
"UI_CharacterAttack_1402",147575385894518790,"You can recover the lost land after a certain wave.","일정 웨이브가 지났을 때 잃어버렸던 땅을 다시 회복할 수 있습니다."
"UI_CharacterInfo_204",147575385898713088,"Davira, Davira!
The undeniable charm of the unrivaled rabbit!","다비라 다비라!
뒤쳐질 거 없는 토끼의 진정한 매력!"
"UI_CharacterInfo_303",147575385898713089,"Welcome.
Please, have a seat and take your time if you wish to discuss the Dragon Stone. Here, the mighty power of the dragon guides everything surrounding this place.","어서오십시오. 그대.
여기 이 여의주에 대해 이야기하려면 여유 있게 앉으시길 바랍니다. 이곳에서는 강력한 용의 힘이 이곳을 둘러싼 모든 것을 이끌어내고 있습니다."
"UI_CharacterInfo_404",147575385898713090,"My hand is firm and resolute, but you're my buddy, Pengo.
I won't lend strength to a thief","내 손은 냉정하고 강인하지만, 넌 내 친구야 펭고.
도둑놈한테는 힘을 빌려주지 않아."
"UI_CharacterInfo_1402",147575385898713091,"Listening to the sound of waves, you can feel the flow of vitality. Coral's magic gently wraps around all wounds, restoring the strength of life","파도 소리에 귀를 기울이면 생명력이 흘러가는 것을 느낄 수 있어.
산호의 마력은 모든 상처를 치유하고 삶의 힘을 되찾게 만들지. "
"UI_Stat_DAVI_ATK",147575385911296000,"Bonus ATK","상승 데미지"
"UI_Stat_DAVI_ATS",147575385911296001,"Bonus ATS","상승 공격속도"
"UI_Stat_DAVI_SEC",147575385911296002,"Growth Time(sec)","성장 시간(초)"
"UI_Stat_KYLE_ATK",147575385911296003,"Basic Cast","버프 제공량"
"UI_Stat_KORRA_WAVE",147575385911296004,"Wave Count","웨이브 요구량"
"UI_Stat_POLARIS_STRIKE_RANGE",147575385911296005,"(5Stars)Splash Range","(5성)확산피해"
"UI_Stat_POLARIS_SEC",147575385911296006,"Growth Time(sec)","성장 시간(초)"
"UI_Open",168946060529860608,"OPEN","열기"
"UI_Move",168946082910666752,"STORE","상점이동"
"UI_Already_Withraw",169298917795921920,"An account has already been withdrawn.","이미 탈퇴된 계정입니다."
"BAD_REQUEST",169603689216311296,"Bad Request","잘못된 요청입니다."
"CLOSED_ACCOUNT",169603689283420160,"Transaction simulation failed Blockhash not found.","사용할 수 없는 계좌입니다."
"DATABASE_EXCEPTION",169603689283420161,"This account is closed.","예상하지 못한 에러가 발생했습니다.\n관리자에게 문의 해주십시오."
"DUPLICATED_DATA",169603689283420162,"An unexpected error occurred\nPlease try again later.","이미 등록된 데이터가 있습니다."
"DUPLICATE_FAVORITE",169603689283420163,"This is a duplicated information.","이미 등록된 즐겨찾기 정보가 있습니다."
"DUPLICATE_IAP_PAY_RECORD",169603689283420164,"This is a duplicated favorite.","이미 요청된 동일한 결제 정보가 있습니다."
"FLUCTUATE_PRICE",169603689283420165,"This is a duplicated pay request.","시장의 급격한 가격 변동으로 인하여 잠시 거래가 중단되었습니다.\n가격이 안정화 된 후 다시 시도해주세요."
"FORBIDDEN",169603689283420166,"It cannot process because response duplicated transfer ID from on-chain network.","접근 권한이 없습니다."
"IAP_VALIDATE_EXCEPTION",169603689287614464,"Due to the rapid price fluctuations in the market.\ntrading briefly interrupted\nPlease try again after the price stabilizes.","인앱 결제 검증 통신에 실패했습니다.\n다시 시도해 주시기바랍니다."
"INSUFFICIENT_BALANCE",169603689287614465,"Forbidden","잔액이 부족합니다."
"INVALID_CLIENT_ID",169603689287614466,"Fail to validate in app payment\nPlease try again.","지원하지 않는 클라이언트입니다."
"INVALID_PRICE",169603689287614467,"Insufficient balance","해당 가격으로 거래가 불가합니다.\n다시 시도해 주시기바랍니다."
"INVALID_PUBLIC_KEY",169603689287614468,"Invalid client ID","유효하지않은 Publickey입니다."
"INTERNAL_SERVER_ERROR",169603689287614469,"Trading is not possible at that price\nPlease try again.","서버에러"
"KMS_DECRYPT_EXCEPTION",169603689287614470,"Invalid public key","AWSKMS에서 복호화를 실패했습니다."
"LIMIT_EXCEED_AMOUNT",169603689287614471,"Server Error","최대 이용 금액을 초과했습니다."
"LIMIT_EXCEED_COUNT",169603689287614472,"Fail to decrypt in kms of aws","최대 이용 횟수를 초과했습니다."
"NOT_FOUND",169603689287614473,"Maximum amount of uses has been exceeded.","요청한 정보를 찾을 수 없습니다."
"NOT_FOUND_ACCOUNT",169603689287614474,"Maximum count of uses has been exceeded.","계좌를 찾을 수 없습니다."
"NOT_FOUND_CONFIGURATION",169603689287614475,"The trading standard has expired and trading at that price is no longer possible Please try again later.","설정 값을 찾을 수 없습니다."
"NOT_FOUND_IAP_PRODUCT",169603689287614476,"Couldn't find any information","인앱 결제 상품 정보를 찾을 수 없습니다."
"NOT_FOUND_IAP_PURCHASE",169603689287614477,"Account information not found.","인앱 결제 결제 정보를 찾을 수 없습니다."
"NOT_FOUND_TOKEN",169603689287614478,"Configuration not found.","토큰 정보를 찾을 수 없습니다."
"NOT_FOUND_USER",169603689287614479,"Gift information not found.","사용자 정보를 찾을 수 없습니다."
"NOT_FOUND_WALLET",169603689287614480,"In APP payment information not found.","지갑 정보를 찾을 수 없습니다."
"NOT_SUPPORT_TOKEN",169603689287614481,"In App payment record not found.","지원하지않는 토큰입니다."
"SOLANA_CUSTOM_EXCEPTION",169603689287614482,"Phone number not fond.","솔라나 네트워크에 문제가 있습니다.\n잠시 후 다시 시도해주세요."
"UNAUTHORIZED",169603689287614483,"Token information not found.","인증되지않은 사용자입니다."
"UNEXPECTED_ERROR_OCCURRED",169603689287614484,"Token product information not found.","예상하지 못한 에러가 발생하였습니다.\n잠시 후 다시 시도해주세요."
"UI_Stat_DARKWOLF_INSTANTKILL_RATE",180173755125170176,"Insta Kill Rate","즉사 확률"
"UI_Stat_DARKWOLF_GET_GEM_RATE",180173758514167808,"Droplet Acquisition Rate","물방울 획득 확률"
"UI_Stat_MARRIER_ADDITIVE_DAMAGE",180173771457789952,"Increase ATK (500per)","데미지 상승량 (500당)"
"UI_Stat_MARRIER_LIMIT_GEM",180173774062452736,"Effect Limit","효과 제한량"
"UI_Stat_PUDDLE_GET_GEM_TIMECOUNT",180173781255684096,"Acquire Time(sec)","획득 주기(초)"
"UI_Stat_PUDDLE_GET_GEM_RATE",180174371201318912,"Additional Droplets Rate","추가 물방울의 확률"
"UI_Stat_PUDDLE_GET_GEM_AMOUNT",180174374888112128,"Additional Droplets","추가 물방울의 개수"
"UI_Stat_BARD_SPEED_BUFF",180195678303387648,"Attack Speed Up","공격속도 제공량"
"UI_Character_105",180580003385540608,"Marrier","메리어"
"UI_Character_304",180580003486203904,"Puddle","퍼들"
"UI_Character_305",180580003486203905,"Bard","바드"
"UI_Character_405",180580003490398208,"Dark Wolf","다크 울프"
"UI_CharacterAttack_105",180580003490398209,"Your attack power increases according to the number of water droplets you possess.","보유한 물방울만큼 공격력이 증가합니다."
"UI_CharacterAttack_304",180580003490398210,"Through research, you obtain water droplets. Success in research grants access to acquiring more water droplets.","연구를 통해 물방울을 얻습니다.
연구에 성공하면 더 많은 물방울을 얻습니다."
"UI_CharacterAttack_305",180580003490398211,"Through continuous performance, provide a buff to friends within a cross-shaped range of 4 cells, increasing their attack speed. (Non-redundant)","지속적인 연주를 통해 십자 범위 4칸의 친구들에게 공격속도 증가 버프를 제공합니다. (중첩 불가능)"
"UI_CharacterAttack_405",180580003490398212,"You have a certain probability of assassinating the monster, instantly defeating it. Upon successful assassination, you gain an additional water droplet based on the probability.","일정 확률로 몬스터를 암살하여 일격에 처치합니다. 암살에 성공했을 때 확률에 따라 물방울 하나를 추가 획득합니다."
"UI_CharacterInfo_105",180580003490398213,"Hehe, gotta be careful, so it doesn't end up rolling instead of swimming!","헤헤, 조심해야겠어… 수영 대신에 구르는 걸로 끝나지 않게!"
"UI_CharacterInfo_304",180580003490398214,"I study the magic in drops. It's always a pleasure to explore the power of the unknown.","나는 물방울에 담긴 주술을 연구해. 미지의 힘을 탐구하는 건 언제나 즐거운 일이지."
"UI_CharacterInfo_305",180580003490398215,"Do you wanna listen to my guitar performance? You'll feel lighter!","나의 기타 연주를 들어볼래? 몸이 가벼워질 거야!"
"UI_CharacterInfo_405",180580003490398216,"I tend to do missions at night. I can see my enemy better in the dark.","임무는 밤에 수행하는 편이야. 어둠 속에서는 적이 더 잘 보이거든."
"UI_SignInGuest",184583167260590080,"Sign in with Guest","게스트로 로그인"
"MSG_Permission_Denied",184583588045750272,"Guest accounts are not available.
Please switch to social login in Settings - Account.","게스트 계정은 이용할 수 없습니다.
설정-계정에서 소셜 로그인으로 전환해 주세요."
"UI_Guest_Logout_Warning_Desc",184584070906609664,"When logging out of the guest account, 
data recovery may not be possible. 
Please use account switching.","게스트 계정 로그아웃 시,
데이터를 복구하지 못할 수도 있습니다.
계정전환을 이용해주세요."
"UI_Switching_Account",184584265866248192,"Connect Account (Social)","계정연동"
"MSG_Switching_Accouunt",184584447378948096,"Would you like to switch the data of this account to a social account?","해당 계정의 데이터를 소셜 계정으로 전환 하시겠습니까?"
"MSG_Switching_Accouunt_Fail_1",184584470598615040,"The account already exists.","이미 다른 계정이 존재합니다."
"MSG_Switching_Accouunt_Fail_2",184584473412993024,"The account creation has failed.","계정 생성에 실패하였습니다."
"UI_Email_Masking",193227981254393856,"Please enable email masking in your phone settings.","휴대폰 설정에서 이메일 가리기를 활성화해주세요."
"UI_Stat_CRITICAL_DAMAGE",197157194652704768,"Critical Damage","크리티컬 데미지"
"UI_Stat_CARONAPENGO_ADDTIVE_DAMAGE",197169021566574592,"Extra Range Damage","사거리 추가 데미지"
"UI_Character_406",199351269342568448,"Guardian","가디언"
